-15.0,9.313205666666667e-07,6.692302944095976e-09
-14.85,9.262354666666665e-07,3.510166569963436e-09
-14.7,9.252959666666665e-07,2.4538864525935402e-09
-14.549999999999999,9.242112333333334e-07,2.548103669180038e-09
-14.399999999999999,9.255537e-07,3.139063873195286e-10
-14.249999999999998,9.181608333333334e-07,2.581230788252451e-09
-14.099999999999998,9.191420666666666e-07,8.486843488731371e-09
-13.949999999999998,9.159367333333333e-07,6.057283363210163e-09
-13.799999999999997,9.155726333333332e-07,2.7402872821820815e-09
-13.649999999999997,9.098286333333334e-07,2.3751639134079876e-09
-13.499999999999996,9.061045333333333e-07,2.5426521918832902e-09
-13.349999999999996,9.074103666666667e-07,4.774054918224358e-09
-13.199999999999996,9.072689e-07,3.121420581508804e-09
-13.049999999999995,9.068557999999999e-07,1.686098431290413e-09
-12.899999999999995,8.968984e-07,2.661556853923428e-09
-12.749999999999995,9.026371e-07,2.0218480852922823e-09
-12.599999999999994,9.075436333333333e-07,1.2999195778543088e-09
-12.449999999999994,9.039868e-07,1.306616523697776e-09
-12.299999999999994,9.095329666666666e-07,3.96678006140441e-09
-12.149999999999993,9.089770333333333e-07,7.164552199700007e-10
-11.999999999999993,9.131417333333335e-07,4.615696917644784e-09
-11.849999999999993,9.125138666666666e-07,3.183241880361735e-09
-11.699999999999992,9.135919666666668e-07,4.6967879700446e-09
-11.549999999999992,9.174969999999999e-07,6.377632015620411e-09
-11.399999999999991,9.218292666666666e-07,3.445854102476695e-09
-11.249999999999991,9.208465666666666e-07,5.6063025381162745e-09
-11.09999999999999,9.269434999999999e-07,2.9106646434566687e-10
-10.94999999999999,9.324560666666668e-07,6.050293536864289e-09
-10.79999999999999,9.361302e-07,1.9257899020055898e-09
-10.64999999999999,9.432706333333333e-07,4.670253253185382e-09
-10.49999999999999,9.459017666666667e-07,5.613093211016123e-09
-10.349999999999989,9.490902666666666e-07,2.14159467271989e-09
-10.199999999999989,9.615134666666668e-07,3.813455022533891e-09
-10.049999999999988,9.642458000000001e-07,1.034385714647381e-09
-9.899999999999988,9.706009e-07,4.179682531006415e-09
-9.749999999999988,9.793486333333333e-07,7.489851281715642e-10
-9.599999999999987,9.888222333333333e-07,6.4286706808035295e-09
-9.449999999999987,9.997813666666665e-07,1.7826479561471352e-09
-9.299999999999986,1.0051433333333334e-06,1.9469895280207486e-09
-9.149999999999986,1.0224093333333333e-06,2.8464499917538495e-09
-8.999999999999986,1.0321786666666668e-06,3.517584809054258e-09
-8.849999999999985,1.037009e-06,3.6567161041933567e-09
-8.699999999999985,1.0546113333333333e-06,3.147202390836795e-09
-8.549999999999985,1.067154e-06,2.2644281102889324e-09
-8.399999999999984,1.0811906666666665e-06,4.174664324496282e-09
-8.249999999999984,1.1012e-06,8.225698916606793e-09
-8.099999999999984,1.1290840000000001e-06,3.605489240958366e-09
-7.949999999999983,1.1487366666666667e-06,3.4054480207782433e-09
-7.799999999999983,1.1784866666666667e-06,2.313210227271937e-09
-7.649999999999983,1.213843e-06,1.7010449729505007e-09
-7.499999999999982,1.249964e-06,6.723828274626565e-10
-7.349999999999982,1.288577e-06,2.3799882352650153e-09
-7.1999999999999815,1.3405126666666667e-06,6.151881573054636e-09
-7.049999999999981,1.3780430000000001e-06,1.9048784738140435e-09
-6.899999999999981,1.447991e-06,6.175242883212473e-09
-6.7499999999999805,1.5237616666666668e-06,6.864802999520331e-09
-6.59999999999998,1.59389e-06,8.441348273034813e-09
-6.44999999999998,1.665568333333333e-06,2.6311455468843297e-09
-6.299999999999979,1.7679536666666667e-06,2.1482622951792593e-09
-6.149999999999979,1.8852733333333332e-06,7.757770054740047e-09
-5.999999999999979,2.008963666666667e-06,5.946822251327812e-09
-5.849999999999978,2.1402073333333334e-06,7.448331550682199e-09
-5.699999999999978,2.3163286666666668e-06,4.498088804024184e-09
-5.549999999999978,2.491443e-06,1.1647840744103608e-08
-5.399999999999977,2.692050666666667e-06,7.527535246605532e-09
-5.249999999999977,2.9541556666666665e-06,9.992901558384122e-09
-5.0999999999999766,3.1586736666666665e-06,8.473442328173889e-09
-4.949999999999976,3.3707240000000004e-06,2.5344081491872698e-09
-4.799999999999976,3.570179666666667e-06,6.294273711521801e-09
-4.6499999999999755,3.7776323333333332e-06,1.1547930069449946e-09
-4.499999999999975,3.8253776666666665e-06,1.1565207429566092e-08
-4.349999999999975,3.7079076666666664e-06,8.610014724467985e-09
-4.199999999999974,3.595031666666667e-06,3.481901428179019e-09
-4.049999999999974,3.3679446666666666e-06,3.89946409423433e-09
-3.8999999999999737,3.052789e-06,6.0405040076691554e-09
-3.7499999999999734,2.753975666666667e-06,8.477338117331168e-09
-3.599999999999973,2.4263516666666666e-06,5.381323030217954e-09
-3.4499999999999726,2.1094626666666668e-06,4.4909862564424805e-09
-3.2999999999999723,1.809383e-06,3.30723217610544e-09
-3.149999999999972,1.5552376666666666e-06,4.822788220751762e-09
-2.9999999999999716,1.361962e-06,1.9506942353941693e-09
-2.8499999999999712,1.2154883333333333e-06,1.8801128216738047e-09
-2.699999999999971,1.1181530000000001e-06,3.8521373288085206e-09
-2.5499999999999705,1.0556093333333333e-06,5.680862982172812e-09
-2.39999999999997,1.0299136666666667e-06,4.185007314476503e-09
-2.24999999999997,1.0116840000000002e-06,1.4142173336041943e-09
-2.0999999999999694,1.0109300000000001e-06,5.874787542257762e-09
-1.949999999999969,1.0140376666666666e-06,3.3728920660005282e-09
-1.7999999999999687,1.0287993333333333e-06,3.803822317383197e-09
-1.6499999999999684,1.0427196666666666e-06,6.033704242742491e-09
-1.499999999999968,1.0555180000000002e-06,3.464898651716413e-09
-1.3499999999999677,1.0721316666666668e-06,2.6588739889075477e-09
